Finish time,Time,Type,Selected Approach,Estimated Demand,Estimated Error,
1582303690024, 151, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010629786787294435; 0.02959990067049978; 0.006032669871733466]], 0.10232542804298905, 
1582303690028, 128, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.007836542533035657; 0.032865398414833394; 0.004057884725328054]], 0.06107947332312968, 
1582303690029, 126, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.01103016835062062; 0.029881545290965324; 0.005331870708598477]], 0.10778923436797486, 
1582303690038, 148, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010116702522040171; 0.028381055481127834; 0.005721655888273208]], 0.07709097724277217, 
1582303690041, 125, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010752317873202431; 0.0291183789017432; 0.006245980414642697]], 0.10235957392230416, 
1582303690049, 178, ESTIMATION, -,[[0.010752317873202431; 0.0291183789017432; 0.006245980414642697]], 0.10235957392230416, 
1582303760208, 126, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011958622143349659; 0.03339221858224701; 0.006791121888249739]], 0.20791234139590495, 
1582303760234, 122, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010939894321167582; 0.030050732497833754; 0.005301835230648664]], 0.1063466646365374, 
1582303760235, 155, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.01063613890157636; 0.02964114061452534; 0.006047409684943692]], 0.10231709120650315, 
1582303760244, 177, ESTIMATION, -,[[0.010747402944176304; 0.029208345318894276; 0.0062388285104905145]], 0.10236887151029805, 
1582303760261, 155, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010167312921033228; 0.028545016668804747; 0.005762715300043901]], 0.07930219344733848, 
1582303760264, 160, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009128322774787893; 0.0326759012896221; 0.0030262020002568076]], 0.07249020793054245, 
1582303760272, 164, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010747402944176304; 0.029208345318894276; 0.0062388285104905145]], 0.10236887151029805, 
1582303760505, 232, RECOMMENDATION, tools.descartes.librede.configuration.impl.EstimationApproachConfigurationImpl@39fa3fc5 (type: tools.descartes.librede.approach.KumarKalmanFilterApproach), -,-,
1582303830441, 141, ESTIMATION, -,[[0.010791054296720446; 0.029398384266110265; 0.006229755482063376]], 0.10394161079307904, 
1582303830455, 150, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.01069712929617677; 0.029746192347250813; 0.006075513070837145]], 0.10379666828461945, 
1582303830460, 125, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009860412347828862; 0.03144158763566945; 0.0035736627970656513]], 0.07924765292270246, 
1582303830470, 108, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.01030300577046618; 0.028826663736568354; 0.005834681691372383]], 0.08412150252681064, 
1582303830480, 159, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011988750437490777; 0.033389017676094986; 0.006801196980862145]], 0.20652002908599532, 
1582303830497, 126, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010857840028311505; 0.030368169064351427; 0.005279397007846854]], 0.10614953648776879, 
1582303830500, 136, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010791054296720446; 0.029398384266110265; 0.006229755482063376]], 0.10394161079307904, 
1582303895870, 65368, TRAINING, -,-,-,
1582303899680, 107, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.008898841686140496; 0.03206265689033877; 0.003906494437679177]], 0.06903984823416277, 
1582303899703, 133, ESTIMATION, -,[[0.01077419905464431; 0.029452930149630494; 0.006220885493102362]], 0.10334567787351438, 
1582303899704, 110, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010774513111435709; 0.030507983233522155; 0.0052540462099893515]], 0.10470395093973668, 
1582303899729, 153, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011964723311648339; 0.033338997040825366; 0.006806224073166685]], 0.20329688255688388, 
1582303899743, 168, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010339088175627769; 0.028929551713902286; 0.005872729083973926]], 0.08555552622248248, 
1582303899744, 167, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.01077419905464431; 0.029452930149630494; 0.006220885493102362]], 0.10334567787351438, 
1582303899746, 174, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010691898945099485; 0.02975071592146099; 0.006088333607008906]], 0.10317014844459549, 
1582303930043, 286, RECOMMENDATION, tools.descartes.librede.configuration.impl.EstimationApproachConfigurationImpl@57184af3 (type: tools.descartes.librede.approach.UtilizationRegressionApproach), -,-,
1582303969926, 157, ESTIMATION, -,[[0.0076661172056463394; 0.030480273051761674; 0.006646969896492472]], 0.057754410827525436, 
1582303969940, 147, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.0076661172056463394; 0.030480273051761674; 0.006646969896492472]], 0.057754410827525436, 
1582303969945, 172, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011963247021077959; 0.03333824720467377; 0.006808218557069067]], 0.20203880064703716, 
1582303969952, 160, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010696213182735776; 0.029766470157044096; 0.006093305601329382]], 0.10283923782409513, 
1582303969968, 123, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.01066249995151629; 0.03068523747819729; 0.005236025546827875]], 0.10307973673822748, 
1582303969969, 173, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010385290857240742; 0.02905680563673586; 0.0059008598935469305]], 0.08735982547308244, 
1582304040151, 130, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011942014203244568; 0.03334535472575875; 0.0068086980600463596]], 0.20021881928803145, 
1582304040172, 141, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010687999557545864; 0.029804603120056165; 0.0060998239896151345]], 0.10250138604794198, 
1582304040176, 121, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.007840554183681023; 0.02975454216231128; 0.007225785026670215]], 0.0586211483090624, 
1582304040179, 168, ESTIMATION, -,[[0.007840554183681023; 0.02975454216231128; 0.007225785026670215]], 0.0586211483090624, 
1582304040196, 116, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010553718880666356; 0.030863068050946556; 0.005231216140901517]], 0.10173329366933291, 
1582304040220, 183, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010415785062843411; 0.029191642622463175; 0.005928732825171657]], 0.08895715919438513, 
1582304040237, 157, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.0107543511659933; 0.029594999216479054; 0.006189400904659502]], 0.10278686821246397, 
1582304100609, 353, RECOMMENDATION, tools.descartes.librede.configuration.impl.EstimationApproachConfigurationImpl@57184af3 (type: tools.descartes.librede.approach.UtilizationRegressionApproach), -,-,
1582304110381, 121, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011948145417328453; 0.03327608459312516; 0.006809554286187406]], 0.19774893785941344, 
1582304110412, 136, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010706738702073889; 0.029781279988200418; 0.006107785109394833]], 0.10208945640288229, 
1582304110424, 147, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.0072727247238263855; 0.029203820661844203; 0.008344482216889592]], 0.05450111785144841, 
1582304110428, 149, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010767188136523328; 0.029606523533377567; 0.006178595067494722]], 0.10240360116550606, 
1582304110437, 180, ESTIMATION, -,[[0.0072727247238263855; 0.029203820661844203; 0.008344482216889592]], 0.05450111785144841, 
1582304110446, 138, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010452704151778907; 0.031029835812880154; 0.005202470823487665]], 0.10019002316215761, 
1582304110461, 165, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010467101219995951; 0.029255360371905445; 0.005956648403928103]], 0.09028256545064342, 
1582304179621, 140, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010713741506713276; 0.029716803116673005; 0.006116510120556077]], 0.1010905275713578, 
1582304179626, 144, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011942293914615413; 0.033155938656920854; 0.006811792896907429]], 0.1939659745066411, 
1582304179631, 148, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.00832036015366748; 0.028994234630663685; 0.007501770600030623]], 0.06132434096376586, 
1582304179641, 117, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010333350394241195; 0.03113976306839393; 0.00517992906971448]], 0.0978203216468119, 
1582304179645, 131, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.01076628434913972; 0.029574896968101005; 0.006170929310577656]], 0.10139649959722441, 
1582304179652, 140, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010506897258163965; 0.029257492213945153; 0.00598448618910604]], 0.09085509517205323, 
1582304249825, 136, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011928419130350127; 0.0330545853279726; 0.006815182015918011]], 0.18931047922078098, 
1582304249831, 144, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010715249665251704; 0.02966981850415188; 0.006126915891333712]], 0.09956316933833595, 
1582304249862, 130, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010559812267733613; 0.02933512584945784; 0.00602584847603014]], 0.09197838040879959, 
1582304249875, 170, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.00893605656378242; 0.028558200295237122; 0.007299135578634464]], 0.065223923369218, 
1582304249877, 188, ESTIMATION, -,[[0.00893605656378242; 0.028558200295237122; 0.007299135578634464]], 0.065223923369218, 
1582304249878, 145, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010753670988115758; 0.029584784781563813; 0.0061542612466394]], 0.09985505987847548, 
1582304270172, 284, RECOMMENDATION, tools.descartes.librede.configuration.impl.EstimationApproachConfigurationImpl@57184af3 (type: tools.descartes.librede.approach.UtilizationRegressionApproach), -,-,
1582304320057, 120, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.01192245529601214; 0.03303622990102634; 0.006813354475580638]], 0.18769348302864547, 
1582304320069, 127, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.009978540756173524; 0.03164954886089906; 0.005047475090601532]], 0.09215296742271271, 
1582304320072, 146, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010717919458277244; 0.029676786883931234; 0.006129679096421088]], 0.09916485678444542, 
1582304320075, 158, ESTIMATION, -,[[0.01024443456709172; 0.027882806183199854; 0.006819021909501412]], 0.07898827518020733, 
1582304320087, 129, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010752079565072601; 0.029605355275424537; 0.006150477021832637]], 0.09943213720212496, 
1582304320102, 162, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.01024443456709172; 0.027882806183199854; 0.006819021909501412]], 0.07898827518020733, 
1582304320159, 203, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010578489230492363; 0.029382670450191526; 0.006038252906351138]], 0.09241135706379534, 
1582304390343, 135, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011924674827461923; 0.03299834246033291; 0.006816772414192637]], 0.18605786524418014, 
1582304390355, 154, ESTIMATION, -,[[0.006352123354330468; 0.030334513894549855; 0.007872169864694162]], 0.04785223324722771, 
1582304390364, 161, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010709085011287523; 0.02961159590266534; 0.006126844997920431]], 0.09770404229686111, 
1582304390380, 165, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.006352123354330468; 0.030334513894549855; 0.007872169864694162]], 0.04785223324722771, 
1582304390382, 167, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010608694159648692; 0.029414756075310435; 0.006058496905563699]], 0.09297370900761986, 
1582304390384, 124, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010726676256275795; 0.029598272982979342; 0.006127507082310276]], 0.0979760617627183, 
1582304390445, 205, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.009805889165049216; 0.0318813489348165; 0.004982034654223834]], 0.08952756473451934, 
1582304439750, 289, RECOMMENDATION, tools.descartes.librede.configuration.impl.EstimationApproachConfigurationImpl@57184af3 (type: tools.descartes.librede.approach.UtilizationRegressionApproach), -,-,
1582304459609, 141, ESTIMATION, -,[[0.00552727731453471; 0.03121374541551929; 0.007738299900252783]], 0.04566880462614394, 
1582304459614, 136, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011898719979270816; 0.03297629823942672; 0.006815802461757108]], 0.1837751347016868, 
1582304459627, 127, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.00552727731453471; 0.03121374541551929; 0.007738299900252783]], 0.04566880462614394, 
1582304459654, 184, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010695557222720744; 0.02961904789870868; 0.006131072153007655]], 0.09701828167639348, 
1582304459677, 158, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010597104695777886; 0.02942921982755547; 0.006065449495967148]], 0.09244588402270926, 
1582304459685, 159, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010713003354064526; 0.02960833453688611; 0.006131824200848049]], 0.0973125154775061, 
1582304459719, 179, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.009643852085174192; 0.032114595889861305; 0.004965479318166213]], 0.0877402868436624, 
1582304529871, 106, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011903538840050788; 0.03296396026449291; 0.006819369952782308]], 0.1827869779581823, 
1582304529881, 120, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010700639201175803; 0.02961105175025463; 0.0061346597446857816]], 0.0965210310256331, 
1582304529897, 139, ESTIMATION, -,[[0.0034902903536879544; 0.032941168056929204; 0.007850259732045764]], 0.05295825155159131, 
1582304529927, 143, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.0034902903536879544; 0.032941168056929204; 0.007850259732045764]], 0.05295825155159131, 
1582304529928, 146, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010610467770077752; 0.02943929262044902; 0.006074072681753127]], 0.09235702914784166, 
1582304529931, 114, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.009477681889264424; 0.03233689877346239; 0.004949901264062685]], 0.08582048479923042, 
1582304592223, 62291, TRAINING, -,-,-,
1582304600086, 137, ESTIMATION, -,[[0.0; 0.0349502527905028; 0.008757965748466767]], 0.09601066261003045, 
1582304600101, 150, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010700593372070315; 0.02955257806701986; 0.0061306278910917]], 0.09536035950826154, 
1582304600108, 124, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010631283089570204; 0.029424066124711; 0.006081444395606708]], 0.09218433438032189, 
1582304600109, 153, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011908458063429883; 0.03290866378599931; 0.006817167527297065]], 0.1809080967500405, 
1582304600121, 164, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.0; 0.0349502527905028; 0.008757965748466767]], 0.09601066261003045, 
1582304600124, 122, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.00930850499498151; 0.032486784370683884; 0.004937269589158796]], 0.08334724434624532, 
1582304600143, 140, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010704647988666815; 0.02957796977869221; 0.006115529543394139]], 0.09555386678784528, 
1582304610476, 328, RECOMMENDATION, tools.descartes.librede.configuration.impl.EstimationApproachConfigurationImpl@1fe56f3e (type: tools.descartes.librede.approach.ServiceDemandLawApproach), -,-,
1582304670338, 141, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010667997121680817; 0.02959351350938252; 0.006124316398620192]], 0.09407326337169399, 
1582304670341, 142, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011881484341332146; 0.03299334939091742; 0.006816629050592894]], 0.17983602975069035, 
1582304670366, 188, ESTIMATION, -,[[0.010667997121680817; 0.02959351350938252; 0.006124316398620192]], 0.09407326337169399, 
1582304670377, 171, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.0036173292859162528; 0.034369491159856776; 0.0059368295804554305]], 0.05171284299052521, 
1582304670381, 125, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.00895912417039526; 0.03290388454754638; 0.004877993385131058]], 0.07932175898086526, 
1582304670393, 169, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010599026872619101; 0.029496841750932184; 0.006078142141809904]], 0.09125797166661541, 
1582304670405, 148, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.01066502839512521; 0.029624699217083782; 0.00610774830721016]], 0.09415190656371487, 
1582304740614, 165, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011891824656154692; 0.03308651736322909; 0.006814584916942543]], 0.18099124422406343, 
1582304740657, 153, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010594734361467054; 0.029549731533066136; 0.006067537457778097]], 0.09104689101895552, 
1582304740670, 222, ESTIMATION, -,[[0.0106751854937977; 0.029667972203616246; 0.006121710790864068]], 0.09438482266541351, 
1582304740671, 189, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.01067352222298895; 0.029682902180256373; 0.00611562439356697]], 0.0944340257635696, 
1582304740683, 140, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.008864984563234648; 0.03312850687617389; 0.004842726979697395]], 0.07888225115877098, 
1582304740698, 218, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.0106751854937977; 0.029667972203616246; 0.006121710790864068]], 0.09438482266541351, 
1582304740706, 248, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.005515304489317202; 0.033645981140914535; 0.005224558690607635]], 0.04576629188099669, 
1582304780046, 316, RECOMMENDATION, tools.descartes.librede.configuration.impl.EstimationApproachConfigurationImpl@1fe56f3e (type: tools.descartes.librede.approach.ServiceDemandLawApproach), -,-,
1582304809893, 145, ESTIMATION, -,[[0.010645941926793486; 0.029708594153432206; 0.0061182123397605535]], 0.0936249850531206, 
1582304809914, 149, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010645941926793486; 0.029708594153432206; 0.0061182123397605535]], 0.0936249850531206, 
1582304809940, 163, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.005801227578726155; 0.03334073881795468; 0.005308955513672333]], 0.046252303899350054, 
1582304809941, 170, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011868573138032525; 0.03316832575193139; 0.0068165573148097885]], 0.18090214784914146, 
1582304809956, 177, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.008749249852140135; 0.03332531259779655; 0.0047763930256687305]], 0.07760101944711972, 
1582304809973, 191, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.01064581939477782; 0.029717395014356787; 0.006115187675165354]], 0.09367764046430178, 
1582304810015, 216, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010554550344413277; 0.02958610133141835; 0.006059253803409804]], 0.08999665600200851, 
1582304880230, 112, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011870565681488835; 0.033231767235502564; 0.006814671955913657]], 0.18132710267818072, 
1582304880264, 140, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010535301102916367; 0.02959121540967283; 0.006045137276084777]], 0.08908582195402782, 
1582304880284, 116, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.008649196393696497; 0.0335311105026541; 0.004706640956893151]], 0.07669322070755014, 
1582304880290, 165, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.01063904792671833; 0.029734582044306974; 0.006115529444778323]], 0.09325169973678539, 
1582304880298, 254, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.01063889374968366; 0.029736849990684763; 0.006111637675724203]], 0.09323445968219803, 
1582304880302, 180, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.006572681591968812; 0.033485407167530984; 0.004554713741453438]], 0.04876212645693541, 
1582304880329, 287, ESTIMATION, -,[[0.01063889374968366; 0.029736849990684763; 0.006111637675724203]], 0.09323445968219803, 
1582304950473, 140, ESTIMATION, -,[[0.010658285569661741; 0.02966006309486836; 0.006106550163281388]], 0.09246651656936064, 
1582304950486, 128, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.008542665024434586; 0.03368656358774556; 0.004600064501771235]], 0.07505642436469032, 
1582304950488, 152, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010658285569661741; 0.02966006309486836; 0.006106550163281388]], 0.09246651656936064, 
1582304950492, 155, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011899482188569028; 0.033156636717758654; 0.006811738052402131]], 0.18009062744511656, 
1582304950495, 153, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010541142148262333; 0.02945479308602227; 0.006028733616141591]], 0.08742317875353879, 
1582304950515, 174, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.005437495518272209; 0.03391070016680756; 0.004906172191405872]], 0.04505459705103679, 
1582304950525, 156, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010659741629589953; 0.029644766602844545; 0.00611994682673411]], 0.09247602953393795, 
1582304950772, 246, RECOMMENDATION, tools.descartes.librede.configuration.impl.EstimationApproachConfigurationImpl@1fe56f3e (type: tools.descartes.librede.approach.ServiceDemandLawApproach), -,-,
1582305019730, 147, ESTIMATION, -,[[0.010644885908202397; 0.029719322485622927; 0.006100682781290751]], 0.09230727462128564, 
1582305019742, 148, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011895067490258275; 0.033260791805717366; 0.006811277144893854]], 0.1811983412338493, 
1582305019751, 143, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.005520169614717153; 0.03330075069678855; 0.005379830893265377]], 0.04447777532786144, 
1582305019777, 145, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010655986194836126; 0.029679565688190888; 0.006130992101492427]], 0.09245006260827893, 
1582305019778, 186, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010644885908202397; 0.029719322485622927; 0.006100682781290751]], 0.09230727462128564, 
1582305019786, 129, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.008464643321163543; 0.03387854049673288; 0.00451543583252577]], 0.07440950321043267, 
1582305089967, 143, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011900734844094346; 0.03337881397200258; 0.0068089224237919705]], 0.18227062292680482, 
1582305089972, 164, ESTIMATION, -,[[0.010621701025449794; 0.02974151643445514; 0.0060836992134550415]], 0.09115328282078004, 
1582305089974, 143, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010649996577393527; 0.029660349231455867; 0.006141634020807016]], 0.09152982080233313, 
1582305089975, 165, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010621701025449794; 0.02974151643445514; 0.0060836992134550415]], 0.09115328282078004, 
1582305089992, 179, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.002401305634455348; 0.03384580871986536; 0.0073950309280734145]], 0.0639147103759598, 
1582305120383, 382, RECOMMENDATION, tools.descartes.librede.configuration.impl.EstimationApproachConfigurationImpl@1fe56f3e (type: tools.descartes.librede.approach.ServiceDemandLawApproach), -,-,
1582305160181, 148, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010584572851626053; 0.02972957741396728; 0.00606570142451869]], 0.08979257413916689, 
1582305160191, 173, ESTIMATION, -,[[0.010584572851626053; 0.02972957741396728; 0.00606570142451869]], 0.08979257413916689, 
1582305160214, 147, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.0106236390052393; 0.029628958535591075; 0.006140386368718237]], 0.09036195421831135, 
1582305160218, 170, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011880313279158306; 0.033433528079740295; 0.006800146606216223]], 0.18184628844328216, 
1582305160224, 142, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.00813597366066948; 0.03417594134368976; 0.004415060501592324]], 0.07002014454013075, 
1582305160232, 151, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010315191022714328; 0.02915296813387869; 0.0058940026702999585]], 0.07789442111338837, 
1582305230398, 141, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.006353360113198279; 0.031619966567515374; 0.006058472393083814]], 0.04369677352818882, 
1582305230413, 157, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011876582417570367; 0.03361588980359114; 0.006797238598712717]], 0.18464886675072437, 
1582305230453, 200, ESTIMATION, -,[[0.010559819670587662; 0.02980701817038709; 0.00605145420224412]], 0.08953753770658922, 
1582305230455, 183, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010559819670587662; 0.02980701817038709; 0.00605145420224412]], 0.08953753770658922, 
1582305230457, 172, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.010230162940079826; 0.029125994498786743; 0.005843185408395691]], 0.07537235468124176, 
1582305230458, 151, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.008045318523928795; 0.034315713796742704; 0.00435393551896213]], 0.0689931419638907, 
1582305230459, 185, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010618145933217946; 0.02967251530074543; 0.006145795580064674]], 0.09037527512755868, 
1582305289764, 287, RECOMMENDATION, tools.descartes.librede.configuration.impl.EstimationApproachConfigurationImpl@1fe56f3e (type: tools.descartes.librede.approach.ServiceDemandLawApproach), -,-,
1582305294741, 64280, TRAINING, -,-,-,
1582305299601, 122, ESTIMATION, -,[[0.010571324142345106; 0.029850976542529405; 0.006042436154522032]], 0.08983435221761764, 
1582305299605, 125, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.010571324142345106; 0.029850976542529405; 0.006042436154522032]], 0.08983435221761764, 
1582305299621, 116, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.00807942742567091; 0.03440457596534283; 0.004288168823319369]], 0.06944331262590848, 
